CardholdeNDD,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,State Bank Of India
SD-009-1055,Ikemefuna,Nwachukwu,M,SD-009,03-08-2002,Student,Savings,1
SD-006-1004,Nnamdi,Nweke,M,SD-006,08/16/1987,Factory Worker,Savings,1
SD-007-1004,Ndubuisi,Ugwu,M,SD-007,05-03-1996,Truck Driver,Current,1
ND-010-1018,Sopuluchukwu,Nduka,M,ND-010,01-09-2002,Student,Savings,0
CD-003-1010,Tochukwu,Okonkwo,M,CD-003,10-06-1988,Construction Worker,Savings,1
CD-005-1034,Olubunmi,Akinola,F,CD-005,11/13/1996,Engineer,Savings,0
CD-004-1032,Ahmed,Nkechi,M,CD-004,07/16/2001,Mechanic,Savings,1
SD-001-1050,Uzoma,Eke,M,SD-001,12/31/1989,Welder,Savings,1
CD-006-1025,Dayo,Nnaji,F,CD-006,03/21/1981,Marketing Executive,Current,1
CD-004-1035,Aladejobi,Jegede,M,CD-004,01-07-1994,Lawyer,Savings,0
ND-001-1106,Chinwe,Adeolu,F,ND-001,07-06-1992,Health Professional,Savings,1
ND-007-1047,Oluwakemi,Nwachukwu,M,ND-007,12/30/2002,Accountant,Savings,1
SD-006-1016,Ugochi,Okoli,F,SD-006,05-03-1997,Human Resources Specialist,Current,0
CD-001-1021,Zainab,Fadila,M,CD-001,07/20/1995,Farmer,Current,1
ND-009-1093,Obinna,Amadi,M,ND-009,03-02-1985,Engineer,Current,1
WD-010-1252,Daniel,Ekeinde,F,WD-010,12/24/1982,Software Developer,Savings,1
ED-006-1021,Garba,Hassan,F,ED-006,01/15/1997,Lawyer,Current,0
SD-009-1081,Adaora,Obiekezie,F,SD-009,09/23/1998,Human Resources Specialist,Current,1
WD-001-1226,Albert,Okereke,F,WD-001,12/14/1995,Trader,Current,1
WD-014-1188,Oluwaseyi,Ekundayo,F,WD-014,08/28/1984,Marketing Executive,Current,0
WD-006-1012,Efosa,Aikhomu,M,WD-006,02/13/1995,Software Developer,Current,1
WD-002-1088,Deborah,Oluwatofunmi,M,WD-002,04/14/1994,Welder,Savings,1
WD-014-1056,Omotayo,Adebayo,F,WD-014,11-02-1978,Engineer,Savings,0
ED-008-1189,Adamu,Salisu,M,ED-008,04/21/1995,Mechanic,Current,0
ED-004-1104,Fadila,Muhammad,F,ED-004,02-05-1995,Health Professional,Savings,1
WD-005-1062,Chizoba,Alade,M,WD-005,06/16/1989,Mechanic,Current,1
ND-007-1058,Edidiong,Onwuka,M,ND-007,01/14/1983,Lawyer,Savings,1
ED-004-1186,Halima,Mustapha,M,ED-004,05/30/1987,Trader,Savings,1
WD-009-1269,Akinbiyi,Yusuf,M,WD-009,06/16/1989,Accountant,Current,1
WD-014-1252,Niyi,Nwankwo,M,WD-014,12/26/1985,Construction Worker,Current,1
ND-001-1028,Oladapo,Chukwu,M,ND-001,04-06-1990,Data Analyst,Savings,1
CD-004-1037,Adedeji,Aikhomu,F,CD-004,10/25/1987,Lawyer,Current,1
WD-005-1076,Oluwasegun,Alao,F,WD-005,10/14/1987,Health Professional,Savings,1
ND-007-1098,Tonia,Peterside,F,ND-007,11/14/1997,Health Professional,Savings,1
SD-003-1022,Ugochukwu,Okezie,M,SD-003,04-08-1996,Lawyer,Current,1
SD-008-1075,Chidiebere,Ibe,F,SD-008,10-12-1994,Manager,Savings,1
SD-007-1035,Nkemjika,Obi,F,SD-007,08-03-1998,Manager,Current,1
CD-005-1010,Firdausi,Aisha,M,CD-005,07-03-1997,Factory Worker,Savings,1
SD-007-1025,Kelechi,Nnaji,M,SD-007,02/27/1985,Electrician,Savings,1
CD-001-1012,Abdulkadir,Haruna,M,CD-001,02/26/1990,Carpenter,Savings,1
WD-015-1052,Oluwalonimi,Akpan,F,WD-015,01/20/2000,Student,Savings,0
WD-002-1145,Elijah,Akinwale,F,WD-002,09/26/1986,Software Developer,Savings,1
SD-004-1010,Chioma,Ibe,F,SD-004,01/19/1980,Manager,Savings,1
ND-002-1086,Chibuzor,Chukwuemeka,M,ND-002,08/26/1985,Accountant,Current,0
ED-010-1167,Rukayat,Mustapha,F,ED-010,06-02-1996,Lawyer,Current,1
ED-006-1171,Nafisa,Nura,M,ED-006,07-11-2003,Accountant,Savings,1
CD-002-1045,Agnes,Eko,M,CD-002,12/31/1998,Data Analyst,Savings,1
SD-004-1054,Chioma,Ezeudu,M,SD-004,07-06-1984,Electrician,Current,1
WD-009-1143,Opeyemi,Ademola,M,WD-009,04-11-1995,Truck Driver,Current,1
WD-012-1063,Oluwaseun,Alade,F,WD-012,04-02-2000,Student,Savings,1
ND-007-1086,Chiamaka,Okeke,F,ND-007,12/19/1985,Data Analyst,Savings,1
SD-006-1073,Chukwuemeka,Ike,F,SD-006,05/15/1996,Data Analyst,Current,0
SD-008-1018,Amaka,Obi,F,SD-008,10/18/2001,Marketing Executive,Current,1
SD-007-1063,Chigozie,Onyejekwe,F,SD-007,11/27/1995,Data Analyst,Savings,1
SD-007-1016,Chidiebere,Iloka,M,SD-007,03/31/2000,Lawyer,Current,0
SD-008-1011,Ugochukwu,Obi,M,SD-008,02-12-2006,Student,Savings,1
ED-002-1104,Umar,Lawal,F,ED-002,03/19/1989,Lawyer,Current,1
ND-007-1072,Peace,Olawale,M,ND-007,02/17/2000,Student,Savings,0
CD-002-1017,Sadiq,Sadiq,M,CD-002,03/19/1992,Engineer,Current,0
WD-011-1169,Deborah,Ibrahim,F,WD-011,08-01-1996,Software Developer,Current,1
WD-010-1203,Bertha,Nkechi,M,WD-010,07-11-1997,Software Developer,Savings,1
ND-006-1053,Henry,Akpobari,M,ND-006,07-11-1989,Farmer,Current,1
WD-011-1200,Aladejobi,Akpan,M,WD-011,08-06-1985,Electrician,Savings,1
WD-010-1137,Amos,Oluwadare,M,WD-010,10/13/1987,Mechanic,Current,1
WD-005-1250,Oluwayemisi,Adebowale,F,WD-005,06/24/1994,Engineer,Savings,1
WD-004-1182,Nkechi,Akinwale,M,WD-004,07-10-1998,Student,Savings,0
SD-007-1067,Ikechukwu,Okereke,M,SD-007,07/18/1991,Engineer,Savings,1
WD-003-1050,Fiyinfoluwa,Amosun,M,WD-003,08/28/1987,Mechanic,Savings,1
ND-008-1069,Godwin,Pepple,F,ND-008,05/28/1999,Engineer,Current,1
SD-008-1006,Ngozi,Obi,F,SD-008,05/15/1995,Engineer,Current,1
CD-004-1015,Firdausi,Fatima,M,CD-004,11-04-1997,Data Analyst,Savings,1
ND-010-1021,Chioma,Amadi,F,ND-010,05-02-1997,Human Resources Specialist,Current,1
ED-005-1073,Abubakar,Usman,M,ED-005,11-08-1995,Farmer,Current,1
CD-006-1001,Ayodele,Adeleke,M,CD-006,05-09-2001,Student,Savings,1
CD-004-1009,Mariam,Maryam,F,CD-004,06/16/1997,Health Professional,Current,1
WD-008-1027,Oluwatobi,Ogbu,M,WD-008,01-02-2007,Student,Savings,1
WD-011-1257,Omolara,Adebisi,F,WD-011,09/23/1989,Software Developer,Current,1
ED-005-1130,Mustapha,Farouk,F,ED-005,08-01-1997,Marketing Executive,Current,0
CD-001-1046,Destiny,Chukwu,F,CD-001,07/20/1994,Trader,Savings,1
WD-004-1159,Boluwatife,Adesina,F,WD-004,11/17/1987,Human Resources Specialist,Savings,1
WD-013-1113,Beatrice,Aikhomu,M,WD-013,01-11-2002,Student,Savings,1
SD-005-1044,Adaobi,Ibe,M,SD-005,04-08-1991,Engineer,Savings,1
WD-005-1264,Charles,Akande,F,WD-005,06/16/1998,Accountant,Current,0
ED-006-1073,Habiba,Yusuf,M,ED-006,02-01-1997,Trader,Current,1
WD-012-1085,Dinah,Bello,M,WD-012,04/20/1989,Software Developer,Savings,1
CD-006-1017,Nasiru,Maryam,M,CD-006,02/14/1996,Trader,Savings,1
WD-015-1128,Azeez,Eze,F,WD-015,09/22/1991,Engineer,Current,1
SD-007-1056,Chiagozie,Mbadiwe,F,SD-007,04-11-1985,Manager,Current,0
ED-004-1087,Mustapha,Sani,F,ED-004,09-11-1996,Engineer,Current,1
CD-002-1048,Seun,Nwachukwu,M,CD-002,03-02-1984,Manager,Savings,1
CD-006-1015,Mustapha,Rukayya,M,CD-006,10/20/1980,Factory Worker,Current,1
WD-007-1081,Cynthia,Ojo,M,WD-007,12/14/1994,Human Resources Specialist,Savings,0
ED-010-1032,Aisha,Abubakar,F,ED-010,04/23/1991,Health Professional,Current,1
ND-005-1052,Mercy,Briggs,F,ND-005,04/13/2003,Engineer,Current,0
WD-009-1084,Christopher,Eze,M,WD-009,10-03-1996,Human Resources Specialist,Current,0
ED-010-1119,Abdulaziz,Bala,F,ED-010,01/15/2001,Student,Savings,1
SD-007-1043,Obioma,Ezeokeke,M,SD-007,11/22/1988,Welder,Savings,1
ED-005-1139,Musa,Usman,F,ED-005,03-08-1987,Lawyer,Current,1
ED-009-1039,Abdulrahman,Yusuf,M,ED-009,02-07-1990,Factory Worker,Current,0
ED-001-1180,Ahmed,Haruna,F,ED-001,08/28/1982,Human Resources Specialist,Savings,1
WD-001-1205,Oluwatosin,Asalu,M,WD-001,12/21/1995,Factory Worker,Savings,1
ED-004-1162,Abdulaziz,Hauwa,M,ED-004,03-01-1987,Mechanic,Savings,1
ED-009-1193,Umar,Zainab,F,ED-009,10-01-1997,Marketing Executive,Savings,1
ND-005-1013,Ebuka,Aluko,M,ND-005,12-02-1998,Student,Savings,1
ED-009-1131,Aisha,Mustapha,F,ED-009,11-09-1993,Health Professional,Savings,1
ED-006-1180,Usman,Khadija,F,ED-006,03/28/1978,Marketing Executive,Current,1
ED-005-1185,Ahmad,Salma,F,ED-005,11/13/2003,Lawyer,Savings,1
WD-003-1035,Bimpe,Akintoye,F,WD-003,03/15/1988,Marketing Executive,Current,0
ED-005-1216,Hauwa,Rukayya,F,ED-005,07-12-1979,Engineer,Savings,1
WD-009-1110,Chinenye,Oluwadamilola,F,WD-009,05/13/2001,Student,Savings,1
ND-010-1048,David,Obinna,F,ND-010,08/13/1999,Student,Savings,1
ND-006-1105,Chidubem,Ibezim,M,ND-006,04-02-1997,Welder,Savings,1
ED-002-1182,Fadila,Rabi,M,ED-002,02-06-1988,Engineer,Current,1
CD-005-1009,Ismaila,Rukayya,M,CD-005,01-03-1991,Trader,Savings,1
WD-015-1142,Dayo,Abiola,M,WD-015,08-01-1979,Marketing Executive,Current,1
WD-015-1085,Omobolanle,Nnamdi,F,WD-015,11/26/2000,Engineer,Savings,1
ED-008-1084,Aliyu,Yakubu,F,ED-008,10-06-1993,Trader,Savings,1
ED-007-1053,Abdulaziz,Farouq,F,ED-007,10-02-2003,Student,Savings,1
WD-015-1087,Chikamso,Adewale,M,WD-015,11/27/2003,Student,Savings,1
SD-002-1010,Nkemjika,Onyeka,F,SD-002,07-05-1991,Trader,Savings,1
ED-008-1050,Amina,Ibrahim,F,ED-008,01-11-1997,Marketing Executive,Savings,1
SD-008-1021,Ifeanyichukwu,Nwankwo,M,SD-008,12/25/1999,Student,Savings,1
CD-004-1029,Daniella,Okonkwo,M,CD-004,08/25/1979,Accountant,Savings,1
WD-004-1165,Oluwatobiloba,Eko,M,WD-004,07/20/2000,Human Resources Specialist,Current,0
WD-004-1265,Alice,Adesina,M,WD-004,06-10-1987,Engineer,Current,0
ED-008-1136,Fati,Danjuma,M,ED-008,11-01-1993,Carpenter,Savings,1
WD-007-1073,Asabe,Afolayan,M,WD-007,07-04-1995,Marketing Executive,Savings,0
SD-003-1075,Oluoma,Obasi,M,SD-003,02/14/1996,Data Analyst,Savings,1
WD-011-1101,Edidiong,Okoro,F,WD-011,02/20/1990,Engineer,Savings,0
WD-011-1236,Rukayat,Omolola,M,WD-011,06-06-1998,Student,Savings,1
SD-009-1035,Ikechukwu,Madu,F,SD-009,06/20/2009,Student,Savings,1
SD-004-1016,Onyinye,Ibe,F,SD-004,10-02-1980,Health Professional,Current,1
ED-002-1193,Rukayya,Salma,F,ED-002,03-05-1981,Health Professional,Savings,1
WD-009-1225,Ebiere,Omobolanle,M,WD-009,01-06-1992,Plumber,Savings,1
WD-015-1061,Aluko,Onyeka,M,WD-015,05-01-1990,Lawyer,Current,1
SD-001-1044,Chigozie,Ugwu,F,SD-001,06/18/1993,Engineer,Savings,1
WD-012-1164,Boluwatife,Adekunle,F,WD-012,02/18/1997,Lawyer,Savings,1
SD-002-1073,Ozioma,Agu,F,SD-002,03-09-1999,Student,Savings,1
ED-006-1020,Umar,Aliyu,F,ED-006,02/27/1998,Human Resources Specialist,Current,0
SD-005-1063,Nwabueze,Madu,M,SD-005,09-12-1989,Accountant,Savings,0
WD-010-1276,Bolaji,Okonkwo,F,WD-010,12/21/2001,Health Professional,Current,1
ED-009-1072,Rukayya,Danjuma,F,ED-009,07-07-1987,Trader,Current,1
WD-013-1185,Adebowale,Onwuka,F,WD-013,12/31/1990,Human Resources Specialist,Current,1
CD-003-1019,Habiba,Abdulsalam,F,CD-003,05/21/2001,Trader,Savings,1
ED-005-1196,Abdulsalam,Ahmed,F,ED-005,12/30/2002,Trader,Current,1
ED-006-1163,Garba,Zainab,M,ED-006,03/27/2001,Trader,Savings,1
SD-009-1070,Chinonso,Ojukwu,F,SD-009,02/27/1995,Software Developer,Savings,1
SD-002-1027,Uchechukwu,Nwosu,F,SD-002,07/28/1991,Accountant,Savings,1
SD-004-1087,Adaobi,Uzor,M,SD-004,03/18/1994,Plumber,Savings,1
WD-007-1146,Adewunmi,Adewale,M,WD-007,09-02-1994,Data Analyst,Current,1
WD-008-1223,Chidieze,Omobolanle,F,WD-008,12-11-1996,Lawyer,Current,1
SD-002-1001,Ugochukwu,Okafor,M,SD-002,08/15/2008,Student,Savings,1
CD-006-1005,Chukwuemeka,Okoro,M,CD-006,07-10-2001,Student,Savings,1
CD-001-1029,Danladi,Lawal,F,CD-001,07-07-1992,Trader,Current,1
WD-004-1045,Oluwasegun,Emeka,M,WD-004,08/26/1988,Plumber,Savings,1
CD-006-1016,Bashir,Rakiya,M,CD-006,05/28/1997,Welder,Savings,1
WD-006-1260,Pelumi,Okonkwo,M,WD-006,06-06-1988,Health Professional,Savings,0
ED-001-1019,Salma,Ibrahim,M,ED-001,06/28/2001,Carpenter,Current,1
ND-004-1047,Chinonso,Obi,F,ND-004,01-09-1998,Lawyer,Current,1
ED-006-1014,Umar,Mohammed,F,ED-006,08-10-1980,Health Professional,Current,1
SD-009-1083,Obinna,Onyebuchi,F,SD-009,08-09-1994,Software Developer,Savings,1
ND-001-1044,Onyekachi,Briggs,F,ND-001,03-09-2003,Student,Savings,0
WD-001-1211,Idris,Onyeka,M,WD-001,03-05-2002,Data Analyst,Savings,1
WD-002-1131,Chuma,Okoro,M,WD-002,06-05-1997,Farmer,Current,1
SD-003-1054,Chinwe,Ibeh,M,SD-003,12-01-2001,Student,Savings,1
SD-007-1092,Nnamdi,Madu,F,SD-007,05-07-1987,Trader,Savings,0
ND-008-1046,Oluwakemi,Akpobari,M,ND-008,06-08-1997,Construction Worker,Current,1
ND-009-1028,Nwakaego,Adeyemo,F,ND-009,03-07-1985,Accountant,Current,1
WD-009-1220,Ayo,Makinde,M,WD-009,09/16/2009,Student,Savings,0
ED-009-1083,Bello,Adamu,M,ED-009,03/18/1991,Truck Driver,Current,1
ED-010-1120,Yusuf,Ahmed,F,ED-010,06-06-1996,Health Professional,Current,1
SD-008-1041,Uchenna,Uzor,M,SD-008,01-05-1992,Marketing Executive,Current,1
ND-001-1120,Ezekiel,Pepple,F,ND-001,02-10-1990,Health Professional,Savings,1
SD-007-1075,Chijioke,Obi,M,SD-007,03-05-1985,Truck Driver,Current,1
CD-005-1021,Maryam,Zara,M,CD-005,12-10-1996,Factory Worker,Savings,1
SD-005-1076,Uchenna,Nnamdi,F,SD-005,12/20/1995,Data Analyst,Current,1
WD-001-1148,Mofoluwake,Obi,F,WD-001,09/25/1994,Marketing Executive,Savings,1
SD-001-1056,Chibuzo,Onyebuchi,F,SD-001,03/30/1990,Accountant,Current,1
ED-004-1064,Fati,Abubakar,F,ED-004,04-06-1989,Trader,Current,1
SD-008-1033,Nnamdi,Mbah,M,SD-008,11/19/1994,Manager,Savings,0
ND-007-1024,Oluwakemi,Brown,M,ND-007,04/19/1980,Plumber,Current,1
WD-011-1090,Ayo,Nkechi,F,WD-011,04/21/1996,Human Resources Specialist,Current,1
SD-009-1075,Nneka,Ekwueme,M,SD-009,08/30/2002,Mechanic,Current,1
ED-008-1115,Rabi,Musa,F,ED-008,04/19/2003,Human Resources Specialist,Current,0
SD-006-1067,Chibuzo,Uche,F,SD-006,09-02-1998,Trader,Current,1
SD-004-1024,Ikenna,Ani,M,SD-004,04-02-1988,Lawyer,Savings,1
ED-003-1007,Usman,Mohammed,M,ED-003,12-01-1986,Lawyer,Current,1
SD-009-1087,Obinna,Okoli,F,SD-009,05-07-1998,Health Professional,Current,0
ND-002-1080,Olufunke,Peterside,F,ND-002,02/25/1986,Trader,Current,1
WD-013-1004,Benjamin,Obi,M,WD-013,01-07-1988,Software Developer,Current,1
ED-002-1248,Abdulaziz,Hafsatu,F,ED-002,10-03-2001,Student,Savings,1
ED-003-1152,Abdulkadir,Firdausi,M,ED-003,11/13/1989,Engineer,Savings,0
WD-010-1270,Ahmed,Ugwu,M,WD-010,07/16/2003,Student,Savings,1
ED-005-1175,Abdulsalam,Fatima,M,ED-005,05/13/1990,Lawyer,Current,1
WD-004-1036,Olamide,Adegbite,M,WD-004,04-12-1986,Truck Driver,Savings,1
CD-002-1028,Ibrahim,Rukayya,M,CD-002,10-10-1991,Construction Worker,Current,1
SD-009-1062,Nwabueze,Amaechi,M,SD-009,12-03-2001,Student,Savings,1
CD-004-1007,Chiamaka,Onuoha,F,CD-004,05-01-1978,Marketing Executive,Savings,0
SD-008-1055,Ngozi,Madu,M,SD-008,09/28/1978,Lawyer,Savings,1
ED-003-1096,Maryam,Ahmad,F,ED-003,07/20/1981,Lawyer,Savings,0
WD-009-1169,Ahmed,Okoye,M,WD-009,07-11-2003,Accountant,Current,0
ND-001-1128,Amarachi,Akobo,M,ND-001,08-08-2001,Factory Worker,Current,1
ED-002-1210,Mustapha,Shehu,M,ED-002,08/18/1987,Farmer,Current,1
ND-008-1013,Chidiebere,Okafor,M,ND-008,07/24/2001,Student,Savings,0
WD-015-1200,Oluwapelumi,Adetokunbo,F,WD-015,05-07-1993,Software Developer,Current,1
ED-009-1105,Abdulsalam,Lawal,M,ED-009,11-01-1991,Engineer,Current,1
WD-003-1025,Olumide,Aluko,F,WD-003,03-03-1989,Trader,Savings,1
SD-009-1041,Clifford,Azubuike,M,SD-009,11/24/2001,Data Analyst,Current,1
SD-002-1009,Chiwendu,Onyejekwe,F,SD-002,12/23/1991,Engineer,Current,1
SD-001-1049,Ndubuisi,Okeke,F,SD-001,06-10-1985,Health Professional,Savings,1
SD-002-1028,Uchenna,Okoli,F,SD-002,12/20/2002,Software Developer,Savings,1
WD-004-1090,Chukwuemeka,Adeolu,F,WD-004,04-05-2002,Engineer,Current,1
SD-006-1098,Chidinma,Ezeugwu,M,SD-006,04-07-1993,Trader,Current,1
CD-002-1013,Ayodeji,Adeyemo,M,CD-002,11-01-1987,Carpenter,Current,1
SD-008-1070,Ebuka,Okoli,M,SD-008,08-10-1997,Lawyer,Savings,1
ED-002-1123,Tijjani,Adamu,F,ED-002,08/23/2003,Trader,Current,1
ED-008-1005,Maryam,Usman,F,ED-008,07/15/1986,Health Professional,Savings,1
CD-002-1039,Oluwatofunmi,Eze,F,CD-002,04/15/1986,Health Professional,Current,1
SD-009-1085,Chikaodi,Nweke,F,SD-009,02-04-1988,Manager,Current,1
ND-007-1087,Juliet,Nnamani,M,ND-007,11-03-2001,Trader,Current,1
ED-007-1099,Abdullahi,Abdulrahmon,M,ED-007,09/24/1984,Construction Worker,Current,1
WD-013-1123,Qudus,Adeyemi,M,WD-013,07/25/1998,Student,Savings,0
ND-010-1034,Adaeze,Okafor,F,ND-010,08/26/1998,Engineer,Current,1
ED-009-1183,Tijjani,Habiba,M,ED-009,10-06-1997,Marketing Executive,Current,1
SD-009-1038,Obinna,Okechukwu,M,SD-009,09/30/1998,Farmer,Savings,0
SD-003-1005,Nneka,Okeke,F,SD-003,09/28/1987,Human Resources Specialist,Savings,1
CD-001-1019,Sadiq,Fati,F,CD-001,02/24/1996,Engineer,Current,0
WD-013-1197,Wuraola,Okereke,M,WD-013,02/24/1993,Mechanic,Current,1
WD-002-1070,Olumide,Olatunji,M,WD-002,10/22/1993,Factory Worker,Savings,1
WD-007-1246,Jideofor,Ilelaboye,F,WD-007,10-05-1995,Marketing Executive,Current,1
ND-002-1030,Onyeka,Briggs,M,ND-002,11/26/1998,Student,Savings,1
WD-001-1012,Diana,Chukwu,F,WD-001,03/13/1999,Engineer,Savings,1
WD-009-1028,Bassey,Gbadamosi,M,WD-009,09-12-1995,Accountant,Savings,1
ED-005-1189,Nafisat,Lawal,F,ED-005,11-06-1999,Trader,Current,1
SD-007-1002,Ifeoma,Onyeka,F,SD-007,09/18/1991,Lawyer,Savings,0
ND-001-1023,Chukwudi,Pepple,M,ND-001,11/16/2000,Trader,Current,1
WD-008-1208,Nnamdi,Ajayi,F,WD-008,06/27/1992,Manager,Current,1
ND-007-1029,Isaac,Akpobari,M,ND-007,08/31/1987,Software Developer,Current,1
ND-009-1092,Adaobi,Onwuka,F,ND-009,05/22/1999,Student,Savings,1
ED-002-1080,Usman,Abdullahi,F,ED-002,12/15/1994,Lawyer,Current,1
CD-001-1039,Olaniyi,Sanyaolu,M,CD-001,04/27/1997,Accountant,Savings,0
WD-005-1087,Benedict,Okeke,F,WD-005,08/27/1991,Software Developer,Savings,1
ED-006-1233,Abdulsalam,Umaru,M,ED-006,09-03-1995,Carpenter,Current,0
ND-005-1097,Oluwatosin,Alero,F,ND-005,12-07-1999,Student,Savings,1
WD-003-1193,Caleb,Ebiowei,F,WD-003,05-12-1995,Human Resources Specialist,Current,1
SD-001-1103,Uchechi,Ezeudu,M,SD-001,11/20/1986,Mechanic,Current,1
SD-008-1036,Emeka,Eze,F,SD-008,08-09-1997,Health Professional,Savings,1
SD-005-1022,Chikaodili,Okonkwo,M,SD-005,01-12-1986,Lawyer,Savings,1
SD-006-1079,Kelechi,Udeh,M,SD-006,11/16/1987,Lawyer,Savings,1
WD-011-1287,Adetokunbo,Gbenga,M,WD-011,05/15/1997,Farmer,Current,1
ED-002-1235,Mariam,Fadila,M,ED-002,02/22/1985,Engineer,Savings,1
SD-007-1044,Obiajulu,Obioha,M,SD-007,04-04-1990,Carpenter,Savings,1
CD-003-1013,Hassan,Abdulsalam,M,CD-003,01-02-1999,Accountant,Savings,1
CD-006-1012,Sadiya,Firdausi,F,CD-006,12/25/1993,Human Resources Specialist,Savings,1
ND-006-1064,Precious,Wike,F,ND-006,04-09-1994,Accountant,Savings,0
WD-005-1039,Alfred,Adebanjo,M,WD-005,01-03-1987,Human Resources Specialist,Current,1
ED-001-1007,Rabi,Abdullahi,F,ED-001,08-09-1987,Marketing Executive,Savings,1
CD-003-1014,Nafisa,Firdausi,M,CD-003,12-10-1978,Electrician,Current,1
CD-005-1029,Dinah,Oni,F,CD-005,11-02-1997,Engineer,Savings,1
ED-006-1207,Ismaila,Hafsatu,M,ED-006,12/13/1985,Factory Worker,Savings,0
WD-006-1164,Boluwatife,Ojo,F,WD-006,07/13/2002,Accountant,Current,1
ND-002-1063,Chukwuemeka,Okeke,M,ND-002,09-08-1987,Software Developer,Savings,1
SD-006-1060,Chikaodili,Ekwueme,F,SD-006,08/15/1987,Marketing Executive,Savings,1
ED-009-1015,Ali,Mohammed,M,ED-009,08/25/1996,Welder,Savings,0
CD-004-1042,Adedoyin,Adetayo,M,CD-004,07/28/1983,Factory Worker,Savings,1
WD-004-1014,Morounkola,Adekunle,F,WD-004,01-03-1979,Human Resources Specialist,Current,0
WD-009-1189,Oluwaseun,Ayodele,M,WD-009,05-04-2003,Student,Savings,1
CD-001-1006,Olabisi,Afolabi,F,CD-001,10/29/1979,Human Resources Specialist,Current,0
CD-004-1011,Abdullahi,Rukayat,M,CD-004,01-05-1980,Marketing Executive,Current,1
SD-009-1026,Emeka,Madu,M,SD-009,01-08-1996,Engineer,Savings,1
SD-005-1011,Oluwakemi,Adebayo,F,SD-005,02/27/1986,Data Analyst,Current,0
SD-003-1040,Ifeanyi,Agu,M,SD-003,09/13/1995,Software Developer,Savings,0
ED-009-1023,Amina,Bello,M,ED-009,11-05-1995,Human Resources Specialist,Current,1
ND-008-1056,Chiamaka,Onwuka,M,ND-008,05-11-1991,Manager,Current,0
WD-011-1001,Adigun,Akinwale,M,WD-011,02/18/1979,Electrician,Savings,0
WD-013-1116,Ayodele,Abiola,F,WD-013,04-04-1978,Software Developer,Current,1
ED-010-1172,Bashir,Amina,F,ED-010,05-06-1988,Marketing Executive,Current,0
SD-005-1006,Onyedikachi,Uzor,M,SD-005,06-07-1991,Construction Worker,Current,1
ED-001-1072,Haruna,Umaru,M,ED-001,04-02-1999,Construction Worker,Current,1
CD-003-1002,Ibrahim,Bello,M,CD-003,01-08-1983,Accountant,Savings,1
CD-004-1024,Aisha,Rabi,F,CD-004,10/25/1986,Marketing Executive,Savings,1
SD-004-1077,Okechukwu,Chukwuma,F,SD-004,07/22/1993,Trader,Savings,0
WD-006-1124,Lola,Adeyemi,M,WD-006,10/29/1978,Construction Worker,Savings,1
SD-001-1099,Ugochukwu,Okonkwo,F,SD-001,12-01-1989,Accountant,Savings,1
CD-006-1019,Fadila,Nura,F,CD-006,04-02-1997,Marketing Executive,Current,0
SD-009-1086,Ifunanya,Okafor,F,SD-009,08/19/1994,Trader,Savings,1
CD-006-1009,Usman,Fatima,M,CD-006,11/28/2002,Student,Savings,1
WD-004-1276,Omolabake,Okafor,F,WD-004,10-06-1982,Data Analyst,Savings,1
WD-012-1190,Olumide,Oluwayemisi,F,WD-012,04-08-2003,Student,Savings,0
ND-010-1039,Oluwakemi,Pepple,M,ND-010,04/20/1997,Human Resources Specialist,Savings,1
SD-001-1042,Chizoba,Okafor,F,SD-001,09-11-1987,Engineer,Savings,1
ED-006-1211,Zara,Halima,F,ED-006,08/28/1986,Human Resources Specialist,Savings,1
ED-007-1091,Danjuma,Ahmad,F,ED-007,06-01-1997,Health Professional,Savings,0
ED-005-1098,Ruqayya,Ahmad,F,ED-005,04-09-2001,Trader,Savings,1
SD-001-1005,Ogechi,Obiekwe,F,SD-001,11-05-1998,Software Developer,Current,1
CD-004-1040,Dorcas,Oluwaseun,F,CD-004,04-10-1996,Health Professional,Current,0
WD-012-1108,Victoria,Nwachukwu,M,WD-012,05/14/2003,Marketing Executive,Savings,1
WD-009-1275,Danjuma,Adegbite,F,WD-009,08-03-2000,Lawyer,Savings,1
ND-001-1050,Collins,Peterside,M,ND-001,09-01-1995,Mechanic,Savings,1
ND-001-1033,Fidelis,Wobo,F,ND-001,12-05-1985,Trader,Savings,1
CD-004-1004,Amarachi,Okoro,F,CD-004,10/29/1992,Human Resources Specialist,Savings,1
SD-009-1059,Ngozi,Okolie,M,SD-009,11/18/1992,Mechanic,Savings,0
WD-004-1120,Nkele,Nwachukwu,M,WD-004,04-07-1992,Engineer,Current,1
ND-008-1004,Chinonso,Amadi,F,ND-008,04/25/2000,Marketing Executive,Savings,1
ND-003-1111,Oladapo,Okpala,M,ND-003,08/23/1988,Software Developer,Current,1
WD-015-1018,Boniface,Asalu,F,WD-015,02/27/1992,Data Analyst,Savings,1
ND-002-1064,Ihuoma,Okocha,M,ND-002,03/24/1992,Accountant,Current,1
ED-006-1201,Zara,Khadija,F,ED-006,09/13/1989,Engineer,Current,1
CD-006-1003,Olamide,Adekunle,M,CD-006,03-01-1980,Welder,Savings,1
ED-001-1015,Aisha,Yusuf,M,ED-001,01-02-1987,Accountant,Current,1
